product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,device_type,location
Taxi Fare,Share Ride,Rapido,4352.6,35.96,25.15,689,UPI,Successful,iOS,Urban
Food Delivery,Pizza Margherita,Uber Eats,5443.86,21.6,57.04,936,Debit Card,Successful,iOS,Urban
Movie Ticket,Avengers: Endgame,SPI Cinemas,6919.06,10.23,65.83,382,Bank Transfer,Successful,Android,Rural
Taxi Fare,City Ride,Uber,2568.51,27.16,77.5,58,Credit Card,Successful,Android,Urban
Electricity Bill,Commercial Bill,CESC,6690.47,29.89,35.99,107,UPI,Successful,iOS,Urban
Water Bill,Residential Connection,Hyderabad Water Board,9447.65,8.99,61.61,775,UPI,Successful,Android,Urban
Taxi Fare,City Ride,Ola,7849.3,22.72,68.89,490,Bank Transfer,Successful,Android,Urban
Online Shopping,Smart LED TV,Nykaa,1951.27,40.98,45.69,566,Credit Card,Successful,Web,Urban
Education Fee,MBA Entrance Prep,Unacademy,4429.35,47.36,51.83,703,Bank Transfer,Successful,Android,Urban
Loan Repayment,Personal Loan Payment,HDFC Bank,3953.88,29.55,29.9,703,Bank Transfer,Successful,Android,Urban
Rent Payment,Commercial Space Rent,NoBroker,2134.65,23.4,52.91,463,Wallet Balance,Pending,iOS,Urban
Loan Repayment,Personal Loan Payment,Bajaj Finserv,5062.78,36.34,88.88,180,Debit Card,Successful,Android,Urban
Flight Booking,Ahmedabad to Jaipur,Ixigo,2721.19,14.72,94.93,106,Bank Transfer,Successful,Android,Urban
Insurance Premium,Health Insurance,ICICI Prudential,4336.61,12.56,68.66,441,Debit Card,Successful,iOS,Urban
Streaming Service,Family Subscription,Hotstar,8065.85,35.26,31.66,891,Debit Card,Successful,Android,Rural
Mobile Recharge,Data Pack 50GB,BSNL,6534.31,1.32,89.53,810,Bank Transfer,Successful,Web,Urban
Food Delivery,Chilli Paneer,Uber Eats,8551.56,43.46,87.01,20,Credit Card,Successful,Android,Suburban
Taxi Fare,Rental Package,Jugnoo,4507.56,40.51,15.34,703,Credit Card,Failed,iOS,Urban
Water Bill,Commercial Property,Mumbai Water,3572.16,49.13,32.66,662,Bank Transfer,Successful,Android,Urban
Insurance Premium,Motor Insurance,LIC,8402.19,2.05,34.23,215,UPI,Successful,iOS,Suburban
Taxi Fare,Airport Transfer,Meru,7836.39,40.81,91.24,935,Credit Card,Successful,iOS,Urban
Water Bill,Tanker Supply,Mumbai Water,761.73,38.34,2.24,80,Debit Card,Successful,iOS,Urban
Rent Payment,Co-working Space,Housing.com,2101.19,20.66,73.83,561,Debit Card,Successful,iOS,Urban
Education Fee,MBA Entrance Prep,Unacademy,9362.55,38.23,82.51,63,UPI,Successful,Android,Urban
Internet Bill,Student Special Plan,Hathway,3174.88,31.51,59.39,971,Debit Card,Successful,Android,Rural
Movie Ticket,PK,PVR Cinemas,5053.73,14.48,13.47,935,Bank Transfer,Successful,iOS,Urban
Internet Bill,Student Special Plan,Hathway,6381.43,20.5,7.74,107,Wallet Balance,Successful,Android,Suburban
Rent Payment,Co-working Space,Housing.com,9202.72,43.23,23.92,692,Wallet Balance,Successful,Android,Urban
Insurance Premium,Home Insurance,LIC,7766.89,21.52,88.52,262,Wallet Balance,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,NoBroker,8725.6,2.67,47.94,995,Wallet Balance,Successful,Android,Urban
Movie Ticket,3 Idiots,Carnival Cinemas,559.27,3.98,60.86,855,Debit Card,Successful,Android,Urban
Electricity Bill,Agricultural Bill,Tata Power,3492.19,5.43,99.04,939,Debit Card,Successful,Android,Urban
Movie Ticket,3 Idiots,SPI Cinemas,3990.89,37.9,92.35,265,Bank Transfer,Successful,Android,Rural
Online Shopping,Wireless Earbuds,Amazon,8543.7,41.05,40.94,142,Bank Transfer,Successful,Android,Urban
Rent Payment,1BHK Apartment Rent,NoBroker,3361.79,9.88,42.19,212,Bank Transfer,Successful,Web,Urban
Flight Booking,Delhi to Mumbai,MakeMyTrip,9033.07,42.1,79.92,986,Debit Card,Successful,Android,Urban
Food Delivery,Pizza Margherita,Uber Eats,3488.51,9.04,12.44,59,UPI,Successful,iOS,Suburban
Streaming Service,Standard Plan,Hotstar,5531.99,32.76,94.47,848,UPI,Successful,Android,Rural
Water Bill,Borewell Charges,Bangalore Water Supply,1454.81,19.43,62.54,217,Debit Card,Successful,iOS,Urban
Internet Bill,Business Internet Plan,BSNL Broadband,8108.61,32.98,67.09,624,Debit Card,Successful,iOS,Urban
Education Fee,Digital Marketing Certification,BYJU'S,9562.1,49.94,74.17,651,Bank Transfer,Successful,Android,Urban
Electricity Bill,Agricultural Bill,MSEDCL,8182.94,32.93,24.07,244,Bank Transfer,Successful,Android,Urban
Food Delivery,Vegetable Biryani,Zomato,6087.22,2.96,75.48,656,UPI,Successful,Android,Urban
Streaming Service,Premium Plan,SonyLIV,6552.93,25.07,78.99,86,Wallet Balance,Successful,Android,Urban
Flight Booking,Pune to Goa,MakeMyTrip,1361.74,41.16,28.29,117,Credit Card,Successful,Android,Suburban
Internet Bill,Broadband 50Mbps Plan,Hathway,9906.84,36.13,34.25,617,Credit Card,Successful,Android,Rural
Food Delivery,Pizza Margherita,Foodpanda,5622.93,40.9,85.28,306,Bank Transfer,Successful,iOS,Urban
Taxi Fare,Rental Package,Jugnoo,4516.95,33.66,84.38,291,UPI,Successful,Web,Suburban
Movie Ticket,Baahubali 2,Cinepolis,4339.75,24.39,2.24,688,Bank Transfer,Successful,iOS,Suburban
Taxi Fare,Rental Package,Uber,8898.35,22.93,46.02,187,UPI,Successful,iOS,Urban
Food Delivery,Pizza Margherita,Foodpanda,3239.97,46.65,61.95,594,UPI,Successful,Android,Suburban
Gas Bill,Piped Natural Gas,Mahanagar Gas,3638.94,35.61,68.33,233,Wallet Balance,Successful,Web,Urban
Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,7259.52,49.8,46.44,882,Debit Card,Successful,iOS,Suburban
Hotel Booking,Villa,OYO Rooms,4220.44,28.9,59.82,920,Bank Transfer,Successful,Android,Urban
Flight Booking,Chennai to Hyderabad,Cleartrip,9911.52,49.21,8.48,192,Bank Transfer,Successful,Android,Rural
Gift Card,Rs. 250 Coffee Shop Card,Flipkart,2450.72,14.87,6.3,485,Credit Card,Successful,Android,Urban
Gift Card,Rs. 2000 Gift Voucher,Pantaloons,7775.4,19.51,11.68,917,Debit Card,Successful,Android,Urban
Hotel Booking,Service Apartment,Fab Hotels,1733.32,38.11,24.25,689,Credit Card,Successful,Android,Rural
Streaming Service,Student Offer,SonyLIV,5894.71,34.03,94.87,679,Debit Card,Successful,iOS,Urban
Bus Ticket,Non-AC Seater,RedBus,5281.78,1.42,81.87,310,UPI,Successful,iOS,Urban
Flight Booking,Ahmedabad to Jaipur,Ixigo,1382.78,10.73,83.84,437,Debit Card,Successful,iOS,Suburban
Gift Card,Rs. 5000 Luxury Card,Amazon Pay,3830.75,22.3,47.57,970,Credit Card,Successful,iOS,Suburban
Food Delivery,Chilli Paneer,Zomato,5858.66,24.19,90.61,891,Debit Card,Failed,Android,Urban
Taxi Fare,Airport Transfer,Jugnoo,9733.03,0.85,85.99,605,Credit Card,Successful,Android,Urban
Grocery Shopping,Basmati Rice,Nature's Basket,6419.28,0.63,64.99,203,Credit Card,Successful,Android,Urban
Streaming Service,Standard Plan,Amazon Prime,2544.95,15.37,6.92,586,Debit Card,Successful,Android,Urban
Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,8464.97,0.08,8.95,99,Bank Transfer,Successful,Web,Rural
Education Fee,Python Programming Course,Unacademy,7149.34,12.22,5.84,5,Wallet Balance,Successful,iOS,Urban
Streaming Service,Standard Plan,Hotstar,6215.13,16.61,80.42,421,Debit Card,Successful,Web,Urban
Loan Repayment,Business Loan Repayment,Axis Bank,9530.99,2.23,23.41,319,Credit Card,Pending,iOS,Urban
Electricity Bill,Residential Bill,MSEDCL,868.92,22.76,88.8,496,Debit Card,Successful,iOS,Urban
Mobile Recharge,Postpaid Plan 599,Vodafone,6686.21,0.41,88.02,798,Debit Card,Successful,Android,Urban
Bus Ticket,Semi-Sleeper,Paytm Bus,4526.24,14.49,89.21,96,Bank Transfer,Successful,Android,Urban
Bus Ticket,AC Seater,MakeMyTrip Bus,7899.41,11.96,69.23,239,Debit Card,Successful,Android,Urban
Food Delivery,Vegetable Biryani,Domino's,8504.59,43.81,59.19,748,UPI,Successful,iOS,Urban
Bus Ticket,Sleeper Class,AbhiBus,3545.57,34.65,61.95,954,Bank Transfer,Successful,Android,Urban
Rent Payment,Commercial Space Rent,Airbnb,7664.06,35.55,62.41,132,Credit Card,Successful,Android,Urban
Water Bill,Industrial Use,Chennai Metro Water,7945.49,0.23,88.51,294,UPI,Successful,iOS,Urban
Streaming Service,Family Subscription,SonyLIV,9887.04,30.22,67.04,12,Debit Card,Successful,Android,Urban
Rent Payment,1BHK Apartment Rent,NoBroker,6315.06,22.59,26.55,997,Wallet Balance,Successful,Android,Urban
Internet Bill,Student Special Plan,Hathway,4101.12,21.9,84.51,977,Bank Transfer,Successful,Android,Rural
Mobile Recharge,Postpaid Plan 599,Jio,5423.55,5.25,53.41,811,Bank Transfer,Successful,Android,Urban
Water Bill,Tanker Supply,Hyderabad Water Board,8804.98,8.36,33.88,69,Bank Transfer,Successful,Android,Urban
Movie Ticket,PK,Cinepolis,9922.75,12.77,29.98,641,Debit Card,Successful,iOS,Rural
Movie Ticket,Dangal,Cinepolis,9566.78,5.22,14.51,719,Bank Transfer,Successful,iOS,Urban
Education Fee,MBA Entrance Prep,BYJU'S,6071.61,32.52,58.26,819,Wallet Balance,Successful,Android,Urban
Gaming Credits,Battle Pass,Free Fire,2196.87,9.76,96.5,901,Wallet Balance,Successful,Android,Urban
Education Fee,IELTS Training,Unacademy,1782.69,33.34,87.29,344,Debit Card,Successful,iOS,Suburban
Gas Bill,Piped Natural Gas,Indraprastha Gas,4017.64,45.79,81.38,748,Wallet Balance,Successful,Android,Urban
Gift Card,Rs. 250 Coffee Shop Card,Flipkart,6764.29,49.67,61.24,555,Bank Transfer,Successful,Android,Urban
Flight Booking,Pune to Goa,Ixigo,7232.77,38.07,72.75,905,Debit Card,Successful,iOS,Rural
Education Fee,IELTS Training,Coursera,9777.02,46.38,61.48,13,Credit Card,Successful,Android,Urban
Gas Bill,Industrial Gas Supply,Indraprastha Gas,6867.24,10.27,41.36,736,Debit Card,Successful,Android,Urban
Electricity Bill,Temporary Connection Bill,Reliance Energy,7392.28,29.19,6.69,197,Credit Card,Successful,Android,Urban
Movie Ticket,PK,SPI Cinemas,1797.5,0.95,20.01,345,Debit Card,Failed,iOS,Urban
Electricity Bill,Residential Bill,MSEDCL,7848.2,3.03,90.15,318,UPI,Successful,iOS,Suburban
Online Shopping,Laptop Backpack,Myntra,3433.91,3.98,62.81,280,Debit Card,Successful,Web,Urban
Food Delivery,Vegetable Biryani,Domino's,1151.31,39.59,81.25,450,UPI,Successful,Android,Urban
Movie Ticket,Baahubali 2,SPI Cinemas,2277.94,3.9,61.55,179,Bank Transfer,Successful,Android,Suburban
Electricity Bill,Commercial Bill,Reliance Energy,8787.52,42.44,95.08,46,Credit Card,Successful,iOS,Suburban
Flight Booking,Bangalore to Kolkata,MakeMyTrip,9845.53,46.86,32.2,371,Debit Card,Successful,iOS,Suburban
Loan Repayment,Personal Loan Payment,Axis Bank,3221.28,13.96,26.74,226,Wallet Balance,Successful,Android,Urban
Food Delivery,Butter Chicken,Uber Eats,342.64,31.3,82.45,329,UPI,Successful,Android,Urban
Gas Bill,Domestic LPG Cylinder,Bharat Gas,5730.45,47.66,77.97,346,Credit Card,Successful,Android,Urban
Streaming Service,Standard Plan,Netflix,3395.87,24.5,92.21,937,Debit Card,Successful,Android,Rural
Insurance Premium,Motor Insurance,HDFC Life,6638.35,18.56,76.25,243,Bank Transfer,Successful,Android,Suburban
Mobile Recharge,Postpaid Plan 599,BSNL,6058.59,16.4,26.85,412,Bank Transfer,Successful,Web,Rural
Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,6789.23,23.57,68.94,579,Wallet Balance,Successful,Android,Urban
Online Shopping,Laptop Backpack,Flipkart,264.66,37.78,26.45,527,Bank Transfer,Successful,Android,Suburban
Electricity Bill,Industrial Bill,BSES,7407.81,18.45,36.71,660,Bank Transfer,Successful,iOS,Urban
Water Bill,Tanker Supply,Chennai Metro Water,4159.33,7.77,81.29,792,UPI,Successful,Android,Urban
Mobile Recharge,Postpaid Plan 599,Airtel,9482.95,8.33,99.61,556,Debit Card,Successful,iOS,Urban
Taxi Fare,City Ride,Rapido,9599.01,5.39,16.64,630,Bank Transfer,Successful,Android,Urban
Food Delivery,Vegetable Biryani,Foodpanda,6484.39,33.71,79.08,770,Debit Card,Successful,Android,Urban
Hotel Booking,Dormitory Bed,Airbnb,9495.72,44.9,51.07,822,UPI,Successful,Android,Urban
Flight Booking,Delhi to Mumbai,Ixigo,418.33,20.59,80.34,527,UPI,Successful,Android,Urban
Education Fee,Python Programming Course,Coursera,7764.49,48.33,3.12,237,Bank Transfer,Successful,Web,Urban
Hotel Booking,Suite,Treebo,4555.05,45.89,6.99,996,UPI,Successful,Android,Urban
Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,9816.84,14.91,96.07,995,Bank Transfer,Successful,Android,Urban
Taxi Fare,Rental Package,Meru,4360.24,26.71,95.74,33,Bank Transfer,Successful,Android,Urban
Water Bill,Borewell Charges,Bangalore Water Supply,7737.29,42.9,97.51,586,UPI,Successful,Android,Suburban
Bus Ticket,Semi-Sleeper,RedBus,5069.56,44.9,17.83,308,Credit Card,Successful,Android,Suburban
Education Fee,Digital Marketing Certification,Unacademy,5316.21,44.33,30.19,42,Wallet Balance,Successful,Android,Rural
Streaming Service,Student Offer,Hotstar,1652.35,38.07,81.17,702,Wallet Balance,Successful,Android,Urban
Grocery Shopping,Basmati Rice,BigBasket,7329.1,15.5,32.67,430,UPI,Successful,Android,Rural
Streaming Service,Student Offer,SonyLIV,536.2,3.97,91.27,661,Wallet Balance,Successful,iOS,Urban
Rent Payment,Commercial Space Rent,OYO Life,3439.06,32.48,2.49,965,Debit Card,Successful,Android,Urban
Insurance Premium,Home Insurance,ICICI Prudential,2914.43,1.51,78.99,405,Bank Transfer,Successful,iOS,Suburban
Electricity Bill,Agricultural Bill,Reliance Energy,4144.35,0.43,19.6,870,Debit Card,Successful,Android,Suburban
Bus Ticket,AC Seater,Paytm Bus,7674.49,18.49,84.0,257,Wallet Balance,Successful,iOS,Urban
Internet Bill,Broadband 50Mbps Plan,Airtel Broadband,7775.12,47.5,35.02,560,Debit Card,Successful,iOS,Suburban
Electricity Bill,Commercial Bill,BSES,1946.1,10.92,14.78,913,UPI,Successful,Android,Urban
Insurance Premium,Travel Insurance,LIC,1366.08,41.04,32.03,722,UPI,Successful,Android,Suburban
Mobile Recharge,Annual Plan 2999,BSNL,273.27,41.48,62.21,116,UPI,Successful,Android,Urban
Rent Payment,Commercial Space Rent,Housing.com,5588.91,18.02,22.88,41,Credit Card,Successful,iOS,Urban
Food Delivery,Masala Dosa,Zomato,5579.67,7.86,69.71,121,Wallet Balance,Successful,iOS,Urban
Rent Payment,Co-working Space,Housing.com,8538.01,2.24,60.17,290,Credit Card,Successful,Android,Rural
Gas Bill,Commercial Gas Connection,Mahanagar Gas,3990.05,37.23,38.1,494,Bank Transfer,Successful,Android,Urban
Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,4568.32,14.34,60.08,101,Debit Card,Successful,Web,Urban
Internet Bill,Broadband 50Mbps Plan,BSNL Broadband,3455.95,8.48,52.03,62,Debit Card,Successful,Web,Urban
Education Fee,IELTS Training,Vedantu,5035.59,34.75,28.01,197,Wallet Balance,Successful,Android,Suburban
Electricity Bill,Temporary Connection Bill,MSEDCL,4715.58,4.76,39.87,790,Debit Card,Successful,Android,Urban
Grocery Shopping,Whole Wheat Atta,BigBasket,2676.65,14.9,30.9,884,Bank Transfer,Successful,Android,Suburban
Gaming Credits,500 Gems Pack,PUBG Mobile,4366.21,18.36,76.3,726,Debit Card,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,Nestaway,6162.59,13.79,53.26,742,Bank Transfer,Successful,Android,Rural
Water Bill,Borewell Charges,Bangalore Water Supply,6223.29,28.34,51.28,327,Credit Card,Successful,iOS,Urban
Gaming Credits,1000 Game Coins,Minecraft,1915.08,13.88,96.98,333,UPI,Successful,iOS,Urban
Water Bill,Residential Connection,Mumbai Water,1748.76,9.88,52.13,895,Debit Card,Successful,Android,Urban
Streaming Service,Basic Plan,Netflix,908.54,28.95,44.5,814,UPI,Successful,Android,Suburban
Gas Bill,Commercial Gas Connection,Gujarat Gas,2283.34,6.56,98.21,859,Bank Transfer,Successful,Android,Suburban
Taxi Fare,City Ride,Uber,9869.36,23.32,10.03,293,Wallet Balance,Successful,Android,Suburban
Rent Payment,2BHK Flat Deposit,Housing.com,1870.46,32.36,14.8,485,Wallet Balance,Successful,iOS,Urban
Food Delivery,Pizza Margherita,Swiggy,9004.12,2.66,26.31,12,Wallet Balance,Successful,iOS,Urban
Food Delivery,Masala Dosa,Domino's,4042.84,39.92,46.12,380,Bank Transfer,Pending,Android,Urban
Rent Payment,1BHK Apartment Rent,Airbnb,6957.13,16.22,92.08,368,Wallet Balance,Successful,iOS,Urban
Rent Payment,2BHK Flat Deposit,NoBroker,9177.31,32.01,21.58,696,Bank Transfer,Successful,iOS,Urban
Mobile Recharge,Family Plan 999,Airtel,6547.62,48.41,40.68,211,Credit Card,Successful,Android,Urban
Gaming Credits,Battle Pass,Minecraft,7750.81,4.15,76.31,293,Bank Transfer,Successful,Android,Urban
Hotel Booking,Suite,Airbnb,6123.02,19.15,64.0,128,Debit Card,Successful,Android,Urban
Taxi Fare,Airport Transfer,Uber,976.14,22.71,58.15,278,Credit Card,Successful,Android,Urban
Hotel Booking,Dormitory Bed,Treebo,1629.8,21.56,33.28,443,UPI,Successful,iOS,Rural
Gaming Credits,500 Gems Pack,Free Fire,2435.08,39.72,74.58,906,UPI,Successful,iOS,Urban
Rent Payment,1BHK Apartment Rent,Nestaway,5785.17,35.52,28.04,271,Bank Transfer,Successful,iOS,Rural
Grocery Shopping,Basmati Rice,Amazon Pantry,3592.87,25.88,70.27,155,Debit Card,Successful,Web,Urban
Online Shopping,Laptop Backpack,Flipkart,1458.98,16.56,32.85,124,UPI,Successful,iOS,Suburban
Water Bill,Borewell Charges,Delhi Jal Board,8474.95,5.94,97.49,17,Wallet Balance,Successful,Web,Urban
Education Fee,MBA Entrance Prep,Unacademy,763.58,42.83,70.19,391,Wallet Balance,Successful,Android,Urban
Flight Booking,Bangalore to Kolkata,Yatra,4303.11,31.66,21.72,696,Wallet Balance,Successful,iOS,Urban
Internet Bill,Fiber 100Mbps Plan,Jio Fiber,6679.89,47.3,91.78,363,Credit Card,Successful,iOS,Suburban
Taxi Fare,City Ride,Ola,3030.67,21.71,54.97,375,Bank Transfer,Successful,Android,Urban
Gaming Credits,Legendary Weapon,Call of Duty Mobile,3657.2,9.67,75.12,747,Bank Transfer,Successful,Android,Suburban
Online Shopping,Wireless Earbuds,Myntra,6837.9,20.43,40.08,656,Bank Transfer,Successful,iOS,Urban
Insurance Premium,Home Insurance,HDFC Life,2020.98,42.36,84.03,469,Debit Card,Successful,Android,Urban
Movie Ticket,PK,Carnival Cinemas,3353.65,9.83,9.76,542,UPI,Failed,iOS,Urban
Loan Repayment,Car Loan Installment,Axis Bank,8093.55,11.54,55.71,932,Debit Card,Successful,Android,Urban
Online Shopping,Fitness Tracker,Myntra,4167.24,7.19,25.41,979,Debit Card,Successful,iOS,Urban
Insurance Premium,Home Insurance,LIC,5433.71,10.36,94.6,478,Debit Card,Successful,Android,Rural
Streaming Service,Family Subscription,SonyLIV,6036.9,32.11,51.52,376,Bank Transfer,Successful,Android,Urban
Grocery Shopping,Mixed Fruit Jam,Amazon Pantry,1792.94,38.67,45.03,482,Wallet Balance,Successful,Android,Urban
Internet Bill,Business Internet Plan,BSNL Broadband,721.69,14.04,58.16,520,Credit Card,Successful,iOS,Urban
Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,9947.65,42.3,46.15,951,Wallet Balance,Successful,Android,Urban
Water Bill,Borewell Charges,Chennai Metro Water,5398.85,20.31,13.56,756,Debit Card,Successful,iOS,Urban
Streaming Service,Premium Plan,SonyLIV,752.24,13.94,12.89,573,Debit Card,Successful,iOS,Urban
Education Fee,Data Science Bootcamp,Udemy,9437.06,13.56,49.22,365,Credit Card,Successful,Android,Urban
Rent Payment,PG Accommodation,OYO Life,4323.5,44.65,60.37,133,Wallet Balance,Successful,iOS,Urban
Online Shopping,Fitness Tracker,Nykaa,5131.57,16.84,11.7,376,Credit Card,Successful,Android,Suburban
Hotel Booking,Service Apartment,MakeMyTrip,1515.08,46.19,15.42,5,Bank Transfer,Successful,iOS,Suburban
Streaming Service,Student Offer,Netflix,4454.93,22.93,97.54,224,Bank Transfer,Successful,iOS,Urban
Mobile Recharge,Prepaid Plan 399,Jio,2552.62,35.76,40.24,103,Debit Card,Successful,Web,Urban
Gaming Credits,Legendary Weapon,Call of Duty Mobile,7165.07,4.01,83.26,677,Bank Transfer,Failed,Web,Urban
Insurance Premium,Term Life Policy,HDFC Life,1530.19,7.06,61.79,157,Wallet Balance,Successful,Android,Rural
Internet Bill,4G Unlimited Plan,Airtel Broadband,5862.96,3.7,66.43,525,Debit Card,Successful,Android,Urban
Grocery Shopping,Mixed Fruit Jam,Flipkart Supermart,2723.61,35.03,49.6,939,Wallet Balance,Successful,Web,Urban
Movie Ticket,Avengers: Endgame,SPI Cinemas,779.55,35.51,32.82,112,Debit Card,Successful,Web,Urban
Grocery Shopping,Basmati Rice,BigBasket,1778.81,35.6,11.67,136,UPI,Successful,Android,Urban
Mobile Recharge,Data Pack 50GB,Airtel,1329.79,18.98,53.81,803,Credit Card,Successful,iOS,Urban
Rent Payment,Co-working Space,OYO Life,7371.85,48.26,79.75,136,Bank Transfer,Successful,Android,Urban
Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,9169.14,14.7,51.93,290,Credit Card,Successful,iOS,Urban
Gas Bill,Auto LPG,Adani Gas,9744.06,15.58,47.33,406,Wallet Balance,Successful,Android,Urban
Loan Repayment,Home Loan EMI,HDFC Bank,2102.05,47.56,19.37,561,UPI,Successful,Android,Urban
Streaming Service,Student Offer,Hotstar,8052.67,47.0,6.73,973,Debit Card,Successful,iOS,Urban
Streaming Service,Basic Plan,SonyLIV,8355.59,37.87,57.6,713,Credit Card,Successful,Web,Urban
Insurance Premium,Home Insurance,ICICI Prudential,2430.78,7.21,34.44,206,UPI,Successful,Android,Urban
Gaming Credits,1000 Game Coins,PUBG Mobile,938.85,45.11,44.24,109,Credit Card,Successful,Android,Urban
Rent Payment,2BHK Flat Deposit,OYO Life,1240.32,21.94,70.65,512,Wallet Balance,Successful,iOS,Urban
Flight Booking,Chennai to Hyderabad,Ixigo,9499.93,49.92,79.98,916,Wallet Balance,Successful,Web,Urban
Hotel Booking,Villa,Airbnb,4708.54,1.93,81.74,606,Debit Card,Successful,Web,Suburban
